pid,category,korean,english_common,scientific
P1517,관엽 Foliage,필로덴드론 루고숨,Sow's Ear Philodendron,Philodendron rugosum
P1518,관엽 Foliage,필로덴드론 플로우마니,Plowman Philodendron,Philodendron plowmanii
P1519,관엽 Foliage,필로덴드론 기간테움,Giant Philodendron,Philodendron giganteum
P1520,관엽 Foliage,필로덴드론 로조콩고,Rojo Congo,Philodendron Rojo Congo
P1521,관엽 Foliage,필로덴드론 프린스오브오렌지,Prince of Orange,Philodendron Prince of Orange
P1522,관엽 Foliage,알로카시아 쿠프레아,Red Secret Alocasia,Alocasia cuprea
P1523,관엽 Foliage,알로카시아 산데리아나,Sander's Alocasia,Alocasia sanderiana
P1524,관엽 Foliage,알로카시아 웬티,Hardy Elephant Ear,Alocasia wentii
P1525,관엽 Foliage,알로카시아 리갈실드,Regal Shield,Alocasia Regal Shield
P1526,관엽 Foliage,알로카시아 네불라,Nebula Alocasia,Alocasia nebula
P1527,관엽 Foliage,알로카시아 멜로,Rugged Alocasia,Alocasia melo
P1528,관엽 Foliage,싱고니움 웬들란디,Velvet Syngonium,Syngonium wendlandii
P1529,관엽 Foliage,싱고니움 라이,Mini Syngonium,Syngonium rayii
P1530,관엽 Foliage,싱고니움 판다,Panda Syngonium,Syngonium Panda
P1531,관엽 Foliage,드라세나 수르쿨로사,Gold Dust Dracaena,Dracaena surculosa
P1532,관엽 Foliage,드라세나 골디아나,Queen of Dracaenas,Dracaena goldieana
P1533,관엽 Foliage,크테난테 루베르시아나,Bamburanta,Ctenanthe lubbersiana
P1534,관엽 Foliage,시서스 롬비폴리아,Grape Ivy,Cissus rhombifolia
P1535,관엽 Foliage,시서스 디스콜로르,Rex Begonia Vine,Cissus discolor
P1536,관엽 Foliage,테트라스티그마,Chestnut Vine,Tetrastigma voinierianum
P1537,관엽 Foliage,피페르 오르나툼,Celebes Pepper,Piper ornatum
P1538,관엽 Foliage,아펠란드라,Zebra Plant,Aphelandra squarrosa
P1539,관엽 Foliage,스트로빌란테스,Persian Shield,Strobilanthes dyerianus
P1540,관엽 Foliage,파키스타키스,Lollipop Plant,Pachystachys lutea
P1541,관엽 Foliage,산체지아,Sanchezia,Sanchezia speciosa
P1542,관엽 Foliage,라피도포라 크립탄사,Shingle Plant,Rhaphidophora cryptantha
P1543,관엽 Foliage,아미드리움,Monstera-like Vine,Amydrium medium
P1544,관엽 Foliage,페페로미아 카페라타 릴리안,Emerald Ripple,Peperomia caperata Lilian
P1545,관엽 Foliage,칼라데아 벨라,White Fusion,Goeppertia lietzei White Fusion
P1546,관엽 Foliage,마란타 마리셀라,Marisela Prayer Plant,Maranta leuconeura Marisela
P1547,관엽 Foliage,피토니아 핑크엔젤,Pink Angel Nerve Plant,Fittonia albivenis Pink Angel
P1548,꽃 Flowering,크니포피아,Red Hot Poker,Kniphofia uvaria
P1549,꽃 Flowering,트리키르티스,Toad Lily,Tricyrtis hirta
P1550,꽃 Flowering,브루네라,Siberian Bugloss,Brunnera macrophylla
P1551,꽃 Flowering,풀모나리아,Lungwort,Pulmonaria saccharata
P1552,꽃 Flowering,베르게니아,Pigsqueak,Bergenia cordifolia
P1553,꽃 Flowering,게움,Avens,Geum coccineum
P1554,꽃 Flowering,트롤리우스,Globeflower,Trollius europaeus
P1555,꽃 Flowering,일본아네모네,Japanese Anemone,Anemone hupehensis
P1556,꽃 Flowering,산구이소르바,Burnet,Sanguisorba officinalis
P1557,꽃 Flowering,필리펜둘라,Meadowsweet,Filipendula rubra
P1558,꽃 Flowering,유파토리움,Joe-Pye Weed,Eutrochium purpureum
P1559,꽃 Flowering,베르노니아,Ironweed,Vernonia noveboracensis
P1560,꽃 Flowering,헬레니움,Sneezeweed,Helenium autumnale
P1561,꽃 Flowering,헬리옵시스,False Sunflower,Heliopsis helianthoides
P1562,꽃 Flowering,보리지꽃,Turtlehead,Chelone obliqua
P1563,꽃 Flowering,솔리다고,Goldenrod,Solidago canadensis
P1564,꽃 Flowering,아스터 노바에앙글리아에,New England Aster,Symphyotrichum novae-angliae
P1565,꽃 Flowering,에키놉스,Globe Thistle,Echinops ritro
P1566,꽃 Flowering,에린기움,Sea Holly,Eryngium planum
P1567,꽃 Flowering,아스트란티아,Masterwort,Astrantia major
P1568,꽃 Flowering,크나우티아,Field Scabious,Knautia macedonica
P1569,꽃 Flowering,센타우레아 몬타나,Mountain Cornflower,Centaurea montana
P1570,꽃 Flowering,카타난케,Cupid's Dart,Catananche caerulea
P1571,꽃 Flowering,네페타 워커스로우,Catmint,Nepeta faassenii
P1572,꽃 Flowering,바프티시아,False Indigo,Baptisia australis
P1573,꽃 Flowering,암소니아,Blue Star,Amsonia tabernaemontana
P1574,꽃 Flowering,제라늄 로잔,Cranesbill Rozanne,Geranium Rozanne
P1575,꽃 Flowering,제라늄 상귀네움,Bloody Cranesbill,Geranium sanguineum
P1576,꽃 Flowering,시달케아,Prairie Mallow,Sidalcea malviflora
P1577,꽃 Flowering,라바테라,Tree Mallow,Lavatera trimestris
P1578,꽃 Flowering,말바,Musk Mallow,Malva moschata
P1579,꽃 Flowering,히비스커스 모스체우토스,Swamp Rose Mallow,Hibiscus moscheutos
P1580,꽃 Flowering,티토니아,Mexican Sunflower,Tithonia rotundifolia
P1581,꽃 Flowering,산비탈리아,Creeping Zinnia,Sanvitalia procumbens
P1582,꽃 Flowering,멜람포디움,Butter Daisy,Melampodium divaricatum
P1583,꽃 Flowering,펠리시아,Blue Daisy,Felicia amelloides
P1584,꽃 Flowering,아르크토티스,African Daisy,Arctotis stoechadifolia
P1585,꽃 Flowering,베니디움,Cape Daisy,Arctotis fastuosa
P1586,꽃 Flowering,우르시니아,Jewel of the Veldt,Ursinia anthemoides
P1587,꽃 Flowering,에리시뭄,Wallflower,Erysimum cheiri
P1588,꽃 Flowering,이베리스,Candytuft,Iberis sempervirens
P1589,꽃 Flowering,오브리에타,Rock Cress,Aubrieta deltoidea
P1590,꽃 Flowering,아라비스,Wall Rockcress,Arabis caucasica
P1591,꽃 Flowering,아우리니아,Basket of Gold,Aurinia saxatilis
P1592,꽃 Flowering,아르메리아,Sea Thrift,Armeria maritima
P1593,꽃 Flowering,살피글로시스,Painted Tongue,Salpiglossis sinuata
P1594,꽃 Flowering,스키잔투스,Butterfly Flower,Schizanthus pinnatus
P1595,꽃 Flowering,네모필라,Baby Blue Eyes,Nemophila menziesii
P1596,꽃 Flowering,파셀리아,Lacy Phacelia,Phacelia tanacetifolia
P1597,꽃 Flowering,클라키아,Godetia,Clarkia amoena
P1598,꽃 Flowering,크산테뭄,Immortelle,Xerochrysum bracteatum
P1599,꽃 Flowering,로다테,Everlasting Daisy,Rhodanthe manglesii
P1600,꽃 Flowering,암모비움,Winged Everlasting,Ammobium alatum
P1601,꽃 Flowering,에밀리아,Tassel Flower,Emilia coccinea
P1602,꽃 Flowering,살비아 그레기,Autumn Sage,Salvia greggii
P1603,꽃 Flowering,살비아 과라니티카,Anise-scented Sage,Salvia guaranitica
P1604,꽃 Flowering,아가스타체 블루포춘,Blue Fortune Hyssop,Agastache Blue Fortune
P1605,꽃 Flowering,말바 접시,Zebra Mallow,Malva sylvestris
P1606,꽃 Flowering,미뮬러스,Monkey Flower,Mimulus hybridus
P1607,꽃 Flowering,로벨리아 카디날리스,Cardinal Flower,Lobelia cardinalis
P1608,꽃 Flowering,트라이컬러 데이지,Tricolor Chrysanthemum,Glebionis carinata
P1609,꽃 Flowering,아마란서스 카우다투스,Love-lies-bleeding,Amaranthus caudatus
P1610,꽃 Flowering,리시마키아 아트로푸르푸레아,Beaujolais Loosestrife,Lysimachia atropurpurea
P1611,꽃 Flowering,붓들레야,Butterfly Bush,Buddleja davidii
P1612,꽃 Flowering,티보치나 세미데칸드라,Princess Flower,Pleroma semidecandrum
P1613,꽃 Flowering,꽃생강,Butterfly Ginger,Hedychium coronarium
P1614,꽃 Flowering,붉은꽃생강,Red Ginger,Alpinia purpurata
P1615,꽃 Flowering,토치진저,Torch Ginger,Etlingera elatior
P1616,꽃 Flowering,헬리코니아,Lobster Claw,Heliconia rostrata
P1617,다육 Succulent,에케베리아 풀비나타,Chenille Plant,Echeveria pulvinata
P1618,다육 Succulent,에케베리아 샤비아나,Mexican Hens,Echeveria shaviana
P1619,다육 Succulent,에케베리아 콜로라타,Colorata Echeveria,Echeveria colorata
P1620,다육 Succulent,에케베리아 기비플로라,Giant Echeveria,Echeveria gibbiflora
P1621,다육 Succulent,에케베리아 푸르푸소룸,Purpusorum Echeveria,Echeveria purpusorum
P1622,다육 Succulent,에케베리아 치와와엔시스,Chihuahua Echeveria,Echeveria chihuahuaensis
P1623,다육 Succulent,에케베리아 하름시,Plush Plant,Echeveria harmsii
P1624,다육 Succulent,에케베리아 톱시터비,Topsy Turvy,Echeveria runyonii Topsy Turvy
P1625,다육 Succulent,세덤 스파툴리폴리움,Broadleaf Stonecrop,Sedum spathulifolium
P1626,다육 Succulent,세덤 레플렉숨,Blue Spruce Stonecrop,Sedum reflexum
P1627,다육 Succulent,세덤 히스파니쿰,Spanish Stonecrop,Sedum hispanicum
P1628,다육 Succulent,세덤 클라바툼,Tubby Stonecrop,Sedum clavatum
P1629,다육 Succulent,세덤 알란토이데스,Sausage Sedum,Sedum allantoides
P1630,다육 Succulent,크라술라 리코포디오이데스,Watch Chain,Crassula lycopodioides
P1631,다육 Succulent,크라술라 테트라고나,Miniature Pine Tree,Crassula tetragona
P1632,다육 Succulent,크라술라 마르니에리아나,Jade Necklace,Crassula marnieriana
P1633,다육 Succulent,크라술라 루페스트리스,Rosary Vine,Crassula rupestris
P1634,다육 Succulent,칼랑코에 푸밀라,Flower Dust Plant,Kalanchoe pumila
P1635,다육 Succulent,칼랑코에 페드첸코이,Lavender Scallops,Kalanchoe fedtschenkoi
P1636,다육 Succulent,칼랑코에 마르모라타,Penwiper Plant,Kalanchoe marmorata
P1637,다육 Succulent,칼랑코에 오르기알리스,Copper Spoons,Kalanchoe orgyalis
P1638,다육 Succulent,칼랑코에 베하렌시스,Felt Bush,Kalanchoe beharensis
P1639,다육 Succulent,칼랑코에 롬보필로사,Aurora Borealis,Kalanchoe rhombopilosa
P1640,다육 Succulent,하월시아 파스키아타,Zebra Plant,Haworthiopsis fasciata
P1641,다육 Succulent,하월시아 코아르크타타,Coarctata Haworthia,Haworthiopsis coarctata
P1642,다육 Succulent,하월시아 킴비포르미스,Cathedral Window,Haworthia cymbiformis
P1643,다육 Succulent,하월시아 마르가리티페라,Pearl Plant,Haworthiopsis pumila
P1644,다육 Succulent,하월시아 마우가니,Maughan Haworthia,Haworthia maughanii
P1645,다육 Succulent,아에오니움 하워르티,Pinwheel Aeonium,Aeonium haworthii
P1646,다육 Succulent,아에오니움 타불리포르메,Dinner Plate Aeonium,Aeonium tabuliforme
P1647,다육 Succulent,아에오니움 키위,Kiwi Aeonium,Aeonium Kiwi
P1648,다육 Succulent,아에오니움 선버스트,Sunburst Aeonium,Aeonium Sunburst
P1649,다육 Succulent,그랍토페탈룸 벨룸,Chihuahua Flower,Graptopetalum bellum
P1650,다육 Succulent,그랍토페탈룸 아메티스티눔,Lavender Pebbles,Graptopetalum amethystinum
P1651,다육 Succulent,파키피툼 브락테오숨,Bracted Moonstone,Pachyphytum bracteosum
P1652,다육 Succulent,파키피툼 콤팍툼,Little Jewel,Pachyphytum compactum
P1653,다육 Succulent,코틸레돈 라디스미텐시스,Cactus Cotyledon,Cotyledon ladismithiensis
P1654,다육 Succulent,아드로미스쿠스 마쿨라투스,Calico Hearts,Adromischus maculatus
P1655,다육 Succulent,아드로미스쿠스 쿠페리,Plover Eggs,Adromischus cooperi
P1656,다육 Succulent,세네시오 아르티쿨라투스,Candle Plant,Senecio articulatus
P1657,다육 Succulent,세네시오 스타펠리포르미스,Pickle Plant,Kleinia stapeliiformis
P1658,다육 Succulent,세네시오 만드랄리스카에,Blue Chalk Sticks,Senecio mandraliscae
P1659,다육 Succulent,세네시오 스카포수스,Silver Coral,Senecio scaposus
P1660,다육 Succulent,알로에 바리에가타,Tiger Aloe,Gonialoe variegata
P1661,다육 Succulent,알로에 후밀리스,Spider Aloe,Aloe humilis
P1662,다육 Succulent,알로에 스트리아타,Coral Aloe,Aloe striata
P1663,다육 Succulent,알로에 플리카틸리스,Fan Aloe,Kumara plicatilis
P1664,다육 Succulent,알로에 도로테아에,Sunset Aloe,Aloe dorotheae
P1665,다육 Succulent,알로에 라우히,Snowflake Aloe,Aloe rauhii
P1666,다육 Succulent,알로에 데스코잉시,Miniature Aloe,Aloe descoingsii
P1667,다육 Succulent,가스테리아 바테시아나,Ox Tongue Batesiana,Gasteria batesiana
P1668,다육 Succulent,가스테리아 글로메라타,Miniature Ox Tongue,Gasteria glomerata
P1669,다육 Succulent,리톱스 아우캄피아에,Living Stone Aucampiae,Lithops aucampiae
P1670,다육 Succulent,리톱스 마르모라타,Marble Living Stone,Lithops marmorata
P1671,다육 Succulent,리톱스 옵티카 루브라,Ruby Living Stone,Lithops optica Rubra
P1672,다육 Succulent,리톱스 살리콜라,Salt-dwelling Living Stone,Lithops salicola
P1673,다육 Succulent,파우카리아,Tiger Jaws,Faucaria tigrina
P1674,다육 Succulent,글로티필룸,Tongue Leaf,Glottiphyllum linguiforme
P1675,다육 Succulent,케이리돕시스,Lobster Claws,Cheiridopsis denticulata
P1676,다육 Succulent,유포르비아 라크테아,Dragon Bones,Euphorbia lactea
P1677,다육 Succulent,유포르비아 암마크,Candelabra Spurge,Euphorbia ammak
P1678,다육 Succulent,유포르비아 카푸트메두사에,Medusa's Head,Euphorbia caput-medusae
P1679,다육 Succulent,유포르비아 부플레우리폴리아,Pine Cone Plant,Euphorbia bupleurifolia
P1680,다육 Succulent,유포르비아 호리다,African Milk Barrel,Euphorbia horrida
P1681,다육 Succulent,유포르비아 마밀라리스,Corn Cob Cactus,Euphorbia mammillaris
P1682,다육 Succulent,모나데니움 리티에,Monadenium,Euphorbia ritchiei
P1683,다육 Succulent,포르툴라카리아 바리에가타,Variegated Elephant Bush,Portulacaria afra Variegata
P1684,선인장 Cactus,아스트로피툼 카프리코르네,Goat's Horn Cactus,Astrophytum capricorne
P1685,선인장 Cactus,짐노칼리시움 사글리오니스,Giant Chin Cactus,Gymnocalycium saglionis
P1686,선인장 Cactus,짐노칼리시움 브루키,Bruch's Chin Cactus,Gymnocalycium bruchii
P1687,선인장 Cactus,짐노칼리시움 프리드리키,Friedrich Chin Cactus,Gymnocalycium friedrichii
P1688,선인장 Cactus,마밀라리아 보카사나,Powder Puff Cactus,Mammillaria bocasana
P1689,선인장 Cactus,마밀라리아 스피노시시마,Spiny Pincushion,Mammillaria spinosissima
P1690,선인장 Cactus,마밀라리아 게미니스피나,Twin Spined Cactus,Mammillaria geminispina
P1691,선인장 Cactus,마밀라리아 자일마니아나,Rose Pincushion,Mammillaria zeilmanniana
P1692,선인장 Cactus,마밀라리아 봄비키나,Silken Pincushion,Mammillaria bombycina
P1693,선인장 Cactus,마밀라리아 칸디다,Snowball Pincushion,Mammillaria candida
P1694,선인장 Cactus,레부티아 헬리오사,Sun Crown Cactus,Rebutia heliosa
P1695,선인장 Cactus,레부티아 피에브리기,Orange Crown Cactus,Rebutia fiebrigii
P1696,선인장 Cactus,레부티아 무스쿨라,White-haired Crown,Rebutia muscula
P1697,선인장 Cactus,파로디아 하셀베르기,Scarlet Ball Cactus,Parodia haselbergii
P1698,선인장 Cactus,파로디아 크리사칸티온,Golden Tom Thumb,Parodia chrysacanthion
P1699,선인장 Cactus,파로디아 스코파,Silver Ball Cactus,Parodia scopa
P1700,선인장 Cactus,에키놉시스 에이리에시,Easter Lily Cactus,Echinopsis eyriesii
P1701,선인장 Cactus,에키놉시스 수브데누다타,Domino Cactus,Echinopsis subdenudata
P1702,선인장 Cactus,에키노케레우스 리기디시무스,Arizona Rainbow,Echinocereus rigidissimus
P1703,선인장 Cactus,페로칵투스 라티스피누스,Devil's Tongue Barrel,Ferocactus latispinus
P1704,선인장 Cactus,페로칵투스 글라우케스켄스,Blue Barrel Cactus,Ferocactus glaucescens
P1705,선인장 Cactus,오푼티아 바실라리스,Beavertail Cactus,Opuntia basilaris
P1706,선인장 Cactus,오푼티아 로부스타,Wheel Cactus,Opuntia robusta
P1707,선인장 Cactus,세레우스 포르베시 스피랄리스,Spiral Cactus,Cereus forbesii Spiralis
P1708,선인장 Cactus,미르틸로칵투스,Blue Candle Cactus,Myrtillocactus geometrizans
P1709,선인장 Cactus,파키케레우스,Totem Pole Cactus,Pachycereus schottii Monstrose
P1710,선인장 Cactus,클레이스토칵투스 윈테리,Golden Rat Tail,Cleistocactus winteri
P1711,선인장 Cactus,아리오카르푸스,Living Rock Cactus,Ariocarpus fissuratus
P1712,선인장 Cactus,로포포라,Peyote,Lophophora williamsii
P1713,선인장 Cactus,코피아포아,Copiapoa,Copiapoa cinerea
P1714,선인장 Cactus,셀레니케레우스 안토니아누스,Rick Rack Cactus,Selenicereus anthonyanus
P1715,선인장 Cactus,레피스미움 볼리비아눔,Bolivian Mistletoe Cactus,Lepismium bolivianum
P1716,선인장 Cactus,하티오라,Drunkard's Dream,Hatiora salicornioides
P1717,조경수 Tree,홍공작단풍,Bloodgood Japanese Maple,Acer palmatum Bloodgood
P1718,조경수 Tree,산호각단풍,Coral Bark Maple,Acer palmatum Sango-kaku
P1719,조경수 Tree,세열단풍,Laceleaf Japanese Maple,Acer palmatum Dissectum
P1720,조경수 Tree,미국단풍,Red Maple,Acer rubrum
P1721,조경수 Tree,설탕단풍,Sugar Maple,Acer saccharum
P1722,조경수 Tree,노르웨이단풍,Norway Maple,Acer platanoides
P1723,조경수 Tree,네군도단풍,Box Elder,Acer negundo
P1724,조경수 Tree,은단풍나무,Hedge Maple,Acer campestre
P1725,조경수 Tree,목련 수랑게,Saucer Magnolia,Magnolia soulangeana
P1726,조경수 Tree,버지니아목련,Sweetbay Magnolia,Magnolia virginiana
P1727,조경수 Tree,오이나무목련,Cucumber Tree,Magnolia acuminata
P1728,조경수 Tree,꽃사과나무,Flowering Crabapple,Malus floribunda
P1729,조경수 Tree,로열티꽃사과,Royalty Crabapple,Malus Royalty
P1730,조경수 Tree,중국느릅나무,Chinese Elm,Ulmus parvifolia
P1731,조경수 Tree,느릅나무,David Elm,Ulmus davidiana
P1732,조경수 Tree,피나무,Amur Linden,Tilia amurensis
P1733,조경수 Tree,찰피나무,Manchurian Linden,Tilia mandshurica
P1734,조경수 Tree,너도밤나무,Japanese Beech,Fagus engleriana
P1735,조경수 Tree,유럽너도밤나무,European Beech,Fagus sylvatica
P1736,조경수 Tree,소귀나무,Bayberry,Myrica rubra
P1737,조경수 Tree,리퀴담바,American Sweetgum,Liquidambar styraciflua
P1738,조경수 Tree,니사,Black Tupelo,Nyssa sylvatica
P1739,조경수 Tree,옥시덴드럼,Sourwood,Oxydendrum arboreum
P1740,조경수 Tree,클라드라스티스,Yellowwood,Cladrastis kentukea
P1741,조경수 Tree,개오동,Northern Catalpa,Catalpa ovata
P1742,조경수 Tree,꽃개오동,Southern Catalpa,Catalpa bignonioides
P1743,조경수 Tree,용버들,Corkscrew Willow,Salix matsudana Tortuosa
P1744,조경수 Tree,갯버들,Pussy Willow,Salix gracilistyla
P1745,조경수 Tree,무늬버들,Dappled Willow,Salix integra Hakuro Nishiki
P1746,조경수 Tree,강물자작,River Birch,Betula nigra
P1747,조경수 Tree,종이자작나무,Paper Birch,Betula papyrifera
P1748,조경수 Tree,사스래나무,Erman's Birch,Betula ermanii
P1749,조경수 Tree,미국이팝나무,White Fringe Tree,Chionanthus virginicus
P1750,조경수 Tree,다비디아,Dove Tree,Davidia involucrata
P1751,조경수 Tree,파로티아,Persian Ironwood,Parrotia persica
P1752,조경수 Tree,산겨릅나무,Manchurian Striped Maple,Acer tegmentosum
P1753,조경수 Tree,까치박달,Heartleaf Hornbeam,Carpinus cordata
P1754,조경수 Tree,새우나무,Hophornbeam,Ostrya japonica
P1755,조경수 Tree,개서어나무,Japanese Hornbeam,Carpinus tschonoskii
P1756,조경수 Tree,이나무,Idesia,Idesia polycarpa
P1757,조경수 Tree,말채나무,Walter's Dogwood,Cornus walteri
P1758,조경수 Tree,곰의말채나무,Giant Dogwood,Cornus macrophylla
P1759,조경수 Tree,좀털인동나무,Tree Lilac,Syringa reticulata
P1760,조경수 Tree,고욤나무,Date Plum,Diospyros lotus
P1761,조경수 Tree,때죽 흰말채,Redosier Dogwood Tree,Cornus sericea Tree
P1762,조경수 Tree,산겨릅,Snakebark Maple,Acer capillipes
P1763,조경수 Tree,우산고로쇠,Umbrella Maple,Acer okamotoanum
P1764,조경수 Tree,당단풍나무,Korean Maple,Acer pseudosieboldianum
P1765,관목 Shrub,자엽매자,Purple Barberry,Berberis thunbergii Atropurpurea
P1766,관목 Shrub,황금매자,Golden Barberry,Berberis thunbergii Aurea
P1767,관목 Shrub,붓들레야 블랙나이트,Black Knight Butterfly Bush,Buddleja davidii Black Knight
P1768,관목 Shrub,카리옵테리스,Bluebeard,Caryopteris clandonensis
P1769,관목 Shrub,포더길라,Witch Alder,Fothergilla gardenii
P1770,관목 Shrub,클레트라,Summersweet,Clethra alnifolia
P1771,관목 Shrub,이테아,Virginia Sweetspire,Itea virginica
P1772,관목 Shrub,자엽피소카르푸스,Ninebark Diabolo,Physocarpus opulifolius Diabolo
P1773,관목 Shrub,서양딱총나무,Black Lace Elderberry,Sambucus nigra Black Lace
P1774,관목 Shrub,딱총나무,Korean Elderberry,Sambucus williamsii
P1775,관목 Shrub,꽃댕강 붉은,Red Flowering Currant,Ribes sanguineum
P1776,관목 Shrub,향기나는커런트,Clove Currant,Ribes odoratum
P1777,관목 Shrub,붉나무,Chinese Sumac,Rhus chinensis
P1778,관목 Shrub,개옻나무,Fragrant Sumac,Rhus aromatica
P1779,관목 Shrub,붉은말채나무,Redtwig Dogwood,Cornus alba Sibirica
P1780,관목 Shrub,노랑말채나무,Yellowtwig Dogwood,Cornus sericea Flaviramea
P1781,관목 Shrub,먹넌출,Inkberry Holly,Ilex glabra
P1782,관목 Shrub,블루홀리,Blue Holly,Ilex meserveae
P1783,관목 Shrub,아우쿠바,Japanese Laurel,Aucuba japonica
P1784,관목 Shrub,스키미아,Japanese Skimmia,Skimmia japonica
P1785,관목 Shrub,류코토에,Coast Leucothoe,Leucothoe fontanesiana
P1786,관목 Shrub,칼미아,Mountain Laurel,Kalmia latifolia
P1787,관목 Shrub,엔키안투스,Redvein Enkianthus,Enkianthus campanulatus
P1788,관목 Shrub,포텐틸라,Shrubby Cinquefoil,Potentilla fruticosa
P1789,관목 Shrub,황금조팝,Golden Spirea,Spiraea japonica Goldflame
P1790,관목 Shrub,일본조팝나무,Japanese White Spirea,Spiraea nipponica
P1791,관목 Shrub,가는잎조팝,Thunberg Spirea,Spiraea thunbergii
P1792,관목 Shrub,자작잎조팝,Birchleaf Spirea,Spiraea betulifolia
P1793,관목 Shrub,세아노투스,California Lilac,Ceanothus thyrsiflorus
P1794,관목 Shrub,황금히페리쿰,Hidcote St. John's Wort,Hypericum Hidcote
P1795,관목 Shrub,와인앤로지스,Wine and Roses Weigela,Weigela florida Wine and Roses
P1796,관목 Shrub,닛코말발도리,Nikko Deutzia,Deutzia gracilis Nikko
P1797,관목 Shrub,풍겐스철쭉,Royal Azalea,Rhododendron schlippenbachii
P1798,관목 Shrub,야쿠시마만병초,Yakushima Rhododendron,Rhododendron yakushimanum
P1799,관목 Shrub,에지워시아,Paperbush,Edgeworthia chrysantha
P1800,관목 Shrub,스타키우루스,Early Spiketail,Stachyurus praecox
P1801,관목 Shrub,황금풍년화,Arnold Promise Witch Hazel,Hamamelis intermedia Arnold Promise
P1802,관목 Shrub,꽃생강나무,Winter Hazel Spicata,Corylopsis spicata
P1803,관목 Shrub,좁은잎사철,Emerald Gaiety Euonymus,Euonymus fortunei Emerald Gaiety
P1804,관목 Shrub,삼지닥나무,Oriental Paperbush,Edgeworthia papyrifera
P1805,관목 Shrub,꼬리진달래,Redosier Rhododendron,Rhododendron micranthum
P1806,관목 Shrub,흰말채나무,White Beautyberry,Callicarpa dichotoma Albifructa
P1807,관목 Shrub,황칠나무,Korean Dendropanax,Dendropanax trifidus
P1808,관목 Shrub,보리장나무,Thorny Olive,Elaeagnus pungens
P1809,관목 Shrub,꽃치자,Dwarf Gardenia,Gardenia jasminoides Radicans
P1810,침엽수 Conifer,동양가문비,Oriental Spruce,Picea orientalis
P1811,침엽수 Conifer,콜로라도블루가문비,Colorado Blue Spruce,Picea pungens Glauca
P1812,침엽수 Conifer,흰전나무,White Fir,Abies concolor
P1813,침엽수 Conifer,노르드만전나무,Nordmann Fir,Abies nordmanniana
P1814,침엽수 Conifer,프레이저전나무,Fraser Fir,Abies fraseri
P1815,침엽수 Conifer,눈잣나무,Dwarf Siberian Pine,Pinus pumila
P1816,침엽수 Conifer,무고소나무,Mugo Pine,Pinus mugo
P1817,침엽수 Conifer,폰데로사소나무,Ponderosa Pine,Pinus ponderosa
P1818,침엽수 Conifer,림버소나무,Limber Pine,Pinus flexilis
P1819,침엽수 Conifer,눈측백,Creeping Juniper Blue,Juniperus horizontalis Wiltonii
P1820,침엽수 Conifer,블루스타향나무,Blue Star Juniper,Juniperus squamata Blue Star
P1821,침엽수 Conifer,스카이로켓향나무,Skyrocket Juniper,Juniperus scopulorum Skyrocket
P1822,침엽수 Conifer,눈향나무 나나,Procumbens Nana,Juniperus procumbens Nana
P1823,침엽수 Conifer,서양적삼목,Western Red Cedar,Thuja plicata
P1824,침엽수 Conifer,포트오포드측백,Port Orford Cedar,Chamaecyparis lawsoniana
P1825,침엽수 Conifer,글로보사삼나무,Globe Japanese Cedar,Cryptomeria japonica Globosa Nana
P1826,침엽수 Conifer,엘레강스삼나무,Plume Cryptomeria,Cryptomeria japonica Elegans
P1827,침엽수 Conifer,세쿼이아,Coast Redwood,Sequoia sempervirens
P1828,침엽수 Conifer,자이언트세쿼이아,Giant Sequoia,Sequoiadendron giganteum
P1829,침엽수 Conifer,영국주목,English Yew,Taxus baccata
P1830,침엽수 Conifer,힉시주목,Hicks Yew,Taxus media Hicksii
P1831,침엽수 Conifer,아틀라스시더,Atlas Cedar,Cedrus atlantica
P1832,침엽수 Conifer,유럽낙엽송,European Larch,Larix decidua
P1833,침엽수 Conifer,캐나다솔송나무,Eastern Hemlock,Tsuga canadensis
P1834,침엽수 Conifer,미송,Douglas Fir,Pseudotsuga menziesii
P1835,침엽수 Conifer,솔송나무 웨딩,Weeping Hemlock,Tsuga canadensis Pendula
P1836,침엽수 Conifer,눈측백나무,Dwarf Hinoki Cypress,Chamaecyparis obtusa Nana Gracilis
P1837,자생초 Native,눈개승마,Goat's Beard,Aruncus dioicus
P1838,자생초 Native,승마,Bugbane,Actaea heracleifolia
P1839,자생초 Native,촛대승마,Candle Bugbane,Actaea simplex
P1840,자생초 Native,나도승마,Yellow Wax Bells,Kirengeshoma koreana
P1841,자생초 Native,로저시아,Rodger's Flower,Rodgersia podophylla
P1842,자생초 Native,터리풀,Korean Meadowsweet,Filipendula glaberrima
P1843,자생초 Native,산오이풀,Alpine Burnet,Sanguisorba hakusanensis
P1844,자생초 Native,괭이눈,Golden Saxifrage,Chrysosplenium grayanum
P1845,자생초 Native,개미취,Tatarian Aster,Aster tataricus
P1846,자생초 Native,까실쑥부쟁이,Rough Aster,Aster ageratoides
P1847,자생초 Native,엉겅퀴,Korean Thistle,Cirsium japonicum
P1848,자생초 Native,고려엉겅퀴,Gondre Thistle,Cirsium setidens
P1849,자생초 Native,산비장이,Serratula,Serratula coronata
P1850,자생초 Native,비로용담,Alpine Gentian,Gentiana jamesii
P1851,자생초 Native,과남풀,Tall Gentian,Gentiana triflora
